trp_vaegir_skirmisher_pl|Vaegir Skirmishers
trp_vaegir_archer|Vaegir Archer
trp_vaegir_archer_pl|Vaegir Archers
trp_vaegir_marksman|Vaegir Marksman
trp_vaegir_marksman_pl|Vaegir Marksmen
trp_vaegir_veteran|Vaegir Veteran
trp_vaegir_veteran_pl|Vaegir Veteran
trp_vaegir_infantry|Vaegir Infantry
trp_vaegir_infantry_pl|Vaegir Infantries
trp_vaegir_guard|Vaegir Guard
trp_vaegir_guard_pl|Vaegir Guards
trp_vaegir_horseman|Vaegir Horseman
trp_vaegir_horseman_pl|Vaegir Horsemen
trp_vaegir_knight|Vaegir Knight
trp_vaegir_knight_pl|Vaegir Knights
trp_vaegir_messenger|Vaegir Messenger
trp_vaegir_messenger_pl|Vaegir Messengers
trp_vaegir_deserter|Vaegir Deserter
trp_vaegir_deserter_pl|Vaegir Deserters
trp_vaegir_prison_guard|Prison Guard
trp_vaegir_prison_guard_pl|Prison Guards
trp_vaegir_castle_guard|Castle Guard
trp_vaegir_castle_guard_pl|Castle Guards
trp_khergit_tribesman|Khergit Tribesman
trp_khergit_tribesman_pl|Khergit Tribesmen
trp_khergit_skirmisher|Khergit Skirmisher
trp_khergit_skirmisher_pl|Khergit Skirmishers
trp_khergit_horseman|Khergit Horseman
trp_khergit_horseman_pl|Khergit Horsemen
trp_khergit_horse_archer|Khergit Horse Archer
trp_khergit_horse_archer_pl|Khergit Horse Archers
trp_khergit_veteran_horse_archer|Khergit Veteran Horse Archer
trp_khergit_veteran_horse_archer_pl|Khergit Veteran Horse Archers
trp_khergit_lancer|Khergit Lancer
trp_khergit_lancer_pl|Khergit Lancers
trp_khergit_messenger|Khergit Messenger
trp_khergit_messenger_pl|Khergit Messengers
trp_khergit_deserter|Khergit Deserter
trp_khergit_deserter_pl|Khergit Deserters
trp_khergit_prison_guard|Prison Guard
trp_khergit_prison_guard_pl|Prison Guards
trp_khergit_castle_guard|Castle Guard
trp_khergit_castle_guard_pl|Castle Guards
trp_nord_recruit|Nord Recruit
trp_nord_recruit_pl|Nord Recruits
trp_nord_footman|Nord Footman
trp_nord_footman_pl|Nord Footmen
trp_nord_trained_footman|Nord Trained Footman
trp_nord_trained_footman_pl|Nord Trained Footmen
trp_nord_warrior|Nord Warrior
trp_nord_warrior_pl|Nord Warriors
trp_nord_veteran|Nord Veteran
trp_nord_veteran_pl|Nord Veteran
trp_nord_champion|Nord Huscarl
trp_nord_champion_pl|Nord Huscarls
trp_nord_huntsman|Nord Huntsman
trp_nord_huntsman_pl|Nord Huntsmen
trp_nord_archer|Nord Archer
trp_nord_archer_pl|Nord Archers
trp_nord_veteran_archer|Nord Veteran Archer
trp_nord_veteran_archer_pl|Nord Veteran Archers
trp_nord_messenger|Nord Messenger
trp_nord_messenger_pl|Nord Messengers
trp_nord_deserter|Nord Deserter
trp_nord_deserter_pl|Nord Deserters
trp_nord_prison_guard|Prison Guard
trp_nord_prison_guard_pl|Prison Guards
trp_nord_castle_guard|Castle Guard
trp_nord_castle_guard_pl|Castle Guards
trp_rhodok_tribesman|Rhodok Tribesman
trp_rhodok_tribesman_pl|Rhodok Tribesmen
trp_rhodok_spearman|Rhodok Spearman
trp_rhodok_spearman_pl|Rhodok Spearmen
trp_rhodok_trained_spearman|Rhodok Trained Spearman
trp_rhodok_trained_spearman_pl|Rhodok Trained Spearmen
trp_rhodok_veteran_spearman|Rhodok Veteran Spearman
trp_rhodok_veteran_spearman_pl|Rhodok Veteran Spearmen
trp_rhodok_sergeant|Rhodok Sergeant
trp_rhodok_sergeant_pl|Rhodok Sergeants
trp_rhodok_crossbowman|Rhodok Crossbowman
trp_rhodok_crossbowman_pl|Rhodok Crossbowmen
trp_rhodok_trained_crossbowman|Rhodok Trained Crossbowman
trp_rhodok_trained_crossbowman_pl|Rhodok Trained Crossbowmen
trp_rhodok_veteran_crossbowman|Rhodok Veteran Crossbowman
trp_rhodok_veteran_crossbowman_pl|Rhodok Veteran Crossbowmen
trp_rhodok_sharpshooter|Rhodok Sharpshooter
trp_rhodok_sharpshooter_pl|Rhodok Sharpshooters
trp_rhodok_messenger|Rhodok Messenger
trp_rhodok_messenger_pl|Rhodok Messengers
trp_rhodok_deserter|Rhodok Deserter
trp_rhodok_deserter_pl|Rhodok Deserters
trp_rhodok_prison_guard|Prison Guard
trp_rhodok_prison_guard_pl|Prison Guards
trp_rhodok_castle_guard|Castle Guard
trp_rhodok_castle_guard_pl|Castle Guards
trp_sarranid_recruit|Sarranid Recruit
trp_sarranid_recruit_pl|Sarranid Recruits
trp_sarranid_footman|Sarranid Footman
trp_sarranid_footman_pl|Sarranid Footmen
trp_sarranid_veteran_footman|Sarranid Veteran Footman
trp_sarranid_veteran_footman_pl|Sarranid Veteran Footmen
trp_sarranid_infantry|Sarranid Infantry
trp_sarranid_infantry_pl|Sarranid Infantries
trp_sarranid_guard|Sarranid Guard
trp_sarranid_guard_pl|Sarranid Guards
trp_sarranid_skirmisher|Sarranid Skirmisher
trp_sarranid_skirmisher_pl|Sarranid Skirmishers
trp_sarranid_archer|Sarranid Archer
trp_sarranid_archer_pl|Sarranid Archers
trp_sarranid_master_archer|Sarranid Master Archer
trp_sarranid_master_archer_pl|Sarranid Master Archers
trp_sarranid_horseman|Sarranid Horseman
trp_sarranid_horseman_pl|Sarranid Horsemen
trp_sarranid_mamluke|Sarranid Mamluke
trp_sarranid_mamluke_pl|Sarranid Mamlukes
trp_sarranid_messenger|Sarranid Messenger
trp_sarranid_messenger_pl|Sarranid Messengers
trp_sarranid_deserter|Sarranid Deserter
trp_sarranid_deserter_pl|Sarranid Deserters
trp_sarranid_prison_guard|Prison Guard
trp_sarranid_prison_guard_pl|Prison Guards
trp_sarranid_castle_guard|Castle Guard
trp_sarranid_castle_guard_pl|Castle Guards
trp_looter|Highwayman
trp_looter_pl|Highwaymen
trp_bandit|Bandit
trp_bandit_pl|Bandits
trp_brigand|Brigand
trp_brigand_pl|Brigands
trp_mountain_bandit|Mountain Bandit
trp_mountain_bandit_pl|Mountain Bandits
trp_forest_bandit|Forest Bandit
trp_forest_bandit_pl|Forest Bandits
trp_sea_raider|Sea Raider
trp_sea_raider_pl|Sea Raiders
trp_steppe_bandit|Steppe Bandit
trp_steppe_bandit_pl|Steppe Bandits
trp_taiga_bandit|Taiga Bandit
trp_taiga_bandit_pl|Taiga Bandits
trp_desert_bandit|Desert Bandit
trp_desert_bandit_pl|Desert Bandits
trp_black_khergit_horseman|Black Khergit Horseman
trp_black_khergit_horseman_pl|Black Khergit Horsemen
trp_manhunter|Manhunter
trp_manhunter_pl|Manhunters
trp_slave_driver|Slave Driver
trp_slave_driver_pl|Slave Drivers
trp_slave_hunter|Slave Hunter
trp_slave_hunter_pl|Slave Hunters
trp_slave_crusher|Slave Crusher
trp_slave_crusher_pl|Slave Crushers
trp_slaver_chief|Slaver Chief
trp_slaver_chief_pl|Slaver Chiefs
trp_follower_woman|Camp Follower
trp_follower_woman_pl|Camp Follower
trp_hunter_woman|Huntress
trp_hunter_woman_pl|Huntresses
trp_fighter_woman|Camp Defender
trp_fighter_woman_pl|Camp Defenders
trp_sword_sister|Sword Sister
trp_sword_sister_pl|Sword Sisters
trp_refugee|Refugee
trp_refugee_pl|Refugees
trp_peasant_woman|Peasant Woman
trp_peasant_woman_pl|Peasant Women
trp_caravan_master|Caravan Master
trp_caravan_master_pl|Caravan Masters
trp_kidnapped_girl|Kidnapped Girl
trp_kidnapped_girl_pl|Kidnapped Girls
trp_town_walker_1|Townsman
trp_town_walker_1_pl|Townsmen
trp_town_walker_2|Townswoman
trp_town_walker_2_pl|Townswomen
trp_khergit_townsman|Townsman
trp_khergit_townsman_pl|Townsmen
trp_khergit_townswoman|Townswoman
trp_khergit_townswoman_pl|Townswomen
trp_sarranid_townsman|Townsman
trp_sarranid_townsman_pl|Townsmen
trp_sarranid_townswoman|Townswoman
trp_sarranid_townswoman_pl|Townswomen
trp_village_walker_1|Villager
trp_village_walker_1_pl|Villagers
trp_village_walker_2|Villager
trp_village_walker_2_pl|Villagers
trp_spy_walker_1|Townsman
trp_spy_walker_1_pl|Townsmen
trp_spy_walker_2|Townswoman
trp_spy_walker_2_pl|Townswomen
trp_tournament_master|Tournament Master
trp_tournament_master_pl|Tournament Master
trp_trainer|Trainer
trp_trainer_pl|Trainer
trp_constable_hareck|Constable Hareck
trp_constable_hareck_pl|Constable Hareck
trp_ramun_the_slave_trader|Ramunthe slave trader
trp_ramun_the_slave_trader_pl|Ramunthe slave trader
trp_guide|Quick Jimmy
trp_guide_pl|Quick Jimmy
trp_xerina|Xerina
trp_xerina_pl|Xerina
trp_dranton|Dranton
trp_dranton_pl|Dranton
trp_kradus|Kradus
trp_kradus_pl|Kradus
trp_tutorial_trainer|Training Ground Master
trp_tutorial_trainer_pl|Training Ground Master
trp_galeas|Galeas
trp_galeas_pl|Galeas
trp_farmer_from_bandit_village|Farmer
trp_farmer_from_bandit_village_pl|Farmers
trp_trainer_1|Trainer
trp_trainer_1_pl|Trainer
trp_trainer_2|Trainer
trp_trainer_2_pl|Trainer
trp_trainer_3|Trainer
trp_trainer_3_pl|Trainer
trp_trainer_4|Trainer
trp_trainer_4_pl|Trainer
trp_trainer_5|Trainer
trp_trainer_5_pl|Trainer
trp_ransom_broker_1|Ransom Broker
trp_ransom_broker_1_pl|Ransom Broker
trp_ransom_broker_2|Ransom Broker
trp_ransom_broker_2_pl|Ransom Broker
trp_ransom_broker_3|Ransom Broker
trp_ransom_broker_3_pl|Ransom Broker
trp_ransom_broker_4|Ransom Broker
trp_ransom_broker_4_pl|Ransom Broker
trp_ransom_broker_5|Ransom Broker
trp_ransom_broker_5_pl|Ransom Broker
trp_ransom_broker_6|Ransom Broker
trp_ransom_broker_6_pl|Ransom Broker
trp_ransom_broker_7|Ransom Broker
trp_ransom_broker_7_pl|Ransom Broker
trp_ransom_broker_8|Ransom Broker
trp_ransom_broker_8_pl|Ransom Broker
trp_ransom_broker_9|Ransom Broker
trp_ransom_broker_9_pl|Ransom Broker
trp_ransom_broker_10|Ransom Broker
trp_ransom_broker_10_pl|Ransom Broker
trp_tavern_traveler_1|Traveller
trp_tavern_traveler_1_pl|Traveller
trp_tavern_traveler_2|Traveller
trp_tavern_traveler_2_pl|Traveller
trp_tavern_traveler_3|Traveller
trp_tavern_traveler_3_pl|Traveller
trp_tavern_traveler_4|Traveller
trp_tavern_traveler_4_pl|Traveller
trp_tavern_traveler_5|Traveller
trp_tavern_traveler_5_pl|Traveller
trp_tavern_traveler_6|Traveller
trp_tavern_traveler_6_pl|Traveller
trp_tavern_traveler_7|Traveller
trp_tavern_traveler_7_pl|Traveller
trp_tavern_traveler_8|Traveller
trp_tavern_traveler_8_pl|Traveller
trp_tavern_traveler_9|Traveller
trp_tavern_traveler_9_pl|Traveller
trp_tavern_traveler_10|Traveller
trp_tavern_traveler_10_pl|Traveller
trp_tavern_bookseller_1|Book Merchant
trp_tavern_bookseller_1_pl|Book Merchant
trp_tavern_bookseller_2|Book Merchant
trp_tavern_bookseller_2_pl|Book Merchant
trp_tavern_minstrel_1|Wandering Minstrel
trp_tavern_minstrel_1_pl|Minstrel
trp_tavern_minstrel_2|Wandering Bard
trp_tavern_minstrel_2_pl|Minstrel
trp_tavern_minstrel_3|Wandering Ashik
trp_tavern_minstrel_3_pl|Minstrel
trp_tavern_minstrel_4|Wandering Skald
trp_tavern_minstrel_4_pl|Minstrel
trp_tavern_minstrel_5|Wandering Troubadour
trp_tavern_minstrel_5_pl|Minstrel
trp_kingdom_heroes_including_player_begin|kingdom heroes including player begin
trp_kingdom_heroes_including_player_begin_pl|kingdom heroes including player begin
trp_npc1|Borcha
trp_npc1_pl|Borcha
trp_npc2|Marnid
trp_npc2_pl|Marnid
trp_npc3|Ymira
trp_npc3_pl|Ymira
trp_npc4|Rolf
trp_npc4_pl|Rolf
trp_npc5|Baheshtur
trp_npc5_pl|Baheshtur
trp_npc6|Firentis
trp_npc6_pl|Firentis
trp_npc7|Deshavi
trp_npc7_pl|Deshavi
trp_npc8|Matheld
trp_npc8_pl|Matheld
trp_npc9|Alayen
trp_npc9_pl|Alayen
trp_npc10|Bunduk
trp_npc10_pl|Bunduk
trp_npc11|Katrin
trp_npc11_pl|Katrin
trp_npc12|Jeremus
trp_npc12_pl|Jeremus
trp_npc13|Nizar
trp_npc13_pl|Nizar
trp_npc14|Lezalit
trp_npc14_pl|Lezalit
trp_npc15|Artimenner
trp_npc15_pl|Artimenner
trp_npc16|Klethi
trp_npc16_pl|Klethi
trp_kingdom_1_lord|King Stanislaw August
trp_kingdom_1_lord_pl|King Stanislaw August
trp_kingdom_2_lord|Empress Catherine II
trp_kingdom_2_lord_pl|Empress Catherine II
trp_kingdom_3_lord|King Frederick William II
trp_kingdom_3_lord_pl|King Frederick William II
trp_kingdom_4_lord|Holy Roman Emperor Francis II Habsburg
trp_kingdom_4_lord_pl|Holy Roman Emperor Francis II Habsburg
trp_kingdom_5_lord|General Tadeusz Kosciuszko
trp_kingdom_5_lord_pl|General Tadeusz Kosciuszko
trp_knight_1_1|Targowica Lieutenant 3
trp_knight_1_1_pl|Targowica Lieutenant 3
trp_knight_1_2|Targowica Lieutenant 3
trp_knight_1_2_pl|Targowica Lieutenant 3
trp_knight_1_3|Targowica Captain A
trp_knight_1_3_pl|Targowica Captain A
trp_knight_1_4|Targowica Rotamaster A
trp_knight_1_4_pl|Targowica Rotamaster A
trp_knight_1_5|Targowica Major C
trp_knight_1_5_pl|Targowica Major C
trp_knight_1_6|Targowica Colonel
trp_knight_1_6_pl|Targowica Colonel C
trp_knight_1_7|Targowica General A
trp_knight_1_7_pl|Targowica General A
trp_knight_1_8|Targowica Brigadier A
trp_knight_1_8_pl|Targowica Brigadier A
trp_knight_2_1|Russia Lieutenant A
trp_knight_2_1_pl|Russia Lieutenant A
trp_knight_2_2|Russia Captain A
trp_knight_2_2_pl|Russia Captain A
trp_knight_2_3|Russia Major A
trp_knight_2_3_pl|Russia Major A
trp_knight_2_4|Russia Colonel A
trp_knight_2_4_pl|Russia Colonel A
trp_knight_2_5|Russia Generał A
trp_knight_2_5_pl|Russia Generał A
trp_knight_2_6|Russia Lieutenant B
trp_knight_2_6_pl|Russia Lieutenant 2
trp_knight_2_7|Russia Captain B
trp_knight_2_7_pl|Russia Captain 2
trp_knight_2_8|Russia Major B
trp_knight_2_8_pl|Russia Major B
trp_knight_2_9|Russia Colonel B
trp_knight_2_9_pl|Russia Colonel B
trp_knight_2_10|Russia Generał B
trp_knight_2_10_pl|Russia Generał B
trp_knight_2_11|Russia Lieutenant C
trp_knight_2_11_pl|Russia Lieutenant 3
trp_knight_2_12|Russia Captain C
trp_knight_2_12_pl|Russia Captain 3
trp_knight_2_13|Russia Major C
trp_knight_2_13_pl|Russia Major C
trp_knight_2_14|Russia Colonel C
trp_knight_2_14_pl|Russia Colonel C
trp_knight_2_15|Russia Generał C
trp_knight_2_15_pl|Russia Generał C
trp_knight_2_16|Russia Lieutenant D
trp_knight_2_16_pl|Russia Lieutenant 4
trp_knight_2_17|Russia Captain D
trp_knight_2_17_pl|Russia Captain 4
trp_knight_2_18|Russia Major D
trp_knight_2_18_pl|Russia Major D
trp_knight_2_19|Russia Colonel D
trp_knight_2_19_pl|Russia Colonel D
trp_knight_2_20|Russia Generał D
trp_knight_2_20_pl|Russia Generał D
trp_knight_2_21|Russia Lieutenant E
trp_knight_2_21_pl|Russia Lieutenant 5
trp_knight_2_22|Russia Captain E
trp_knight_2_22_pl|Russia Captain 5
trp_knight_2_23|Russia Major E
trp_knight_2_23_pl|Russia Major E
trp_knight_2_24|Russia Colonel E
trp_knight_2_24_pl|Russia Colonel E
trp_knight_2_25|Russia Generał E
trp_knight_2_25_pl|Russia Generał E
trp_knight_2_26|Russia Lieutenant F
trp_knight_2_26_pl|Russia Lieutenant 5
trp_knight_2_27|Russia Captain F
trp_knight_2_27_pl|Russia Captain 5
trp_knight_2_28|Russia Major F
trp_knight_2_28_pl|Russia Major E
trp_knight_2_29|Russia Colonel F
trp_knight_2_29_pl|Russia Colonel E
trp_knight_2_30|Russia Brygadier F
trp_knight_2_30_pl|Russia Brygadier
trp_knight_2_31|Russia Lieutenant G
trp_knight_2_31_pl|Russia Lieutenant 5
trp_knight_2_32|Russia Captain G
trp_knight_2_32_pl|Russia Captain 5
trp_knight_2_33|Russia Major G
trp_knight_2_33_pl|Russia Major E
trp_knight_2_34|Russia Colonel G
trp_knight_2_34_pl|Russia Colonel E
trp_knight_2_35|Russia Brygadier G
trp_knight_2_35_pl|Russia Brygadier
trp_knight_2_36|Russia Lieutenant H
trp_knight_2_36_pl|Russia Lieutenant 5
trp_knight_2_37|Russia Captain H
trp_knight_2_37_pl|Russia Captain 5
trp_knight_2_38|Russia Major H
trp_knight_2_38_pl|Russia Major E
trp_knight_2_39|Russia Colonel H
trp_knight_2_39_pl|Russia Colonel E
trp_knight_2_40|Russia Brygadier H
trp_knight_2_40_pl|Russia Brygadier
trp_knight_2_41|Russia Lieutenant 5
trp_knight_2_41_pl|Russia Lieutenant 5
trp_knight_2_42|Russia Brygadier 5
trp_knight_2_42_pl|Russia Brygadier
trp_knight_3_1|Prussia Lieutenant A
trp_knight_3_1_pl|Prussia Lieutenant A
trp_knight_3_2|Prussia Captain A
trp_knight_3_2_pl|Prussia Captain A
trp_knight_3_3|Prussia Major A
trp_knight_3_3_pl|Prussia Major A
trp_knight_3_4|Prussia Colonel A
trp_knight_3_4_pl|Prussia Colonel A
trp_knight_3_5|Prussia Generał A
trp_knight_3_5_pl|Prussia Generał A
trp_knight_3_6|Prussia Lieutenant B
trp_knight_3_6_pl|Prussia Lieutenant B
trp_knight_3_7|Prussia Captain B
trp_knight_3_7_pl|Prussia Captain B
trp_knight_3_8|Prussia Major B
trp_knight_3_8_pl|Prussia Major B
trp_knight_3_9|Prussia Colonel B
trp_knight_3_9_pl|Prussia Colonel B
trp_knight_3_10|Prussia Generał B
trp_knight_3_10_pl|Prussia Generał B
trp_knight_3_11|Prussia Lieutenant C
trp_knight_3_11_pl|Prussia Lieutenant C
trp_knight_3_12|Prussia Captain C
trp_knight_3_12_pl|Prussia Captain C
trp_knight_3_13|Prussia Major C
trp_knight_3_13_pl|Prussia Major C
trp_knight_3_14|Prussia Colonel C
trp_knight_3_14_pl|Prussia Colonel C
trp_knight_3_15|Prussia Generał C
trp_knight_3_15_pl|Prussia Generał C
trp_knight_3_16|Prussia Lieutenant D
trp_knight_3_16_pl|Prussia Lieutenant D
trp_knight_3_17|Prussia Captain D
trp_knight_3_17_pl|Prussia Captain D
trp_knight_3_18|Prussia Major D
trp_knight_3_18_pl|Prussia Major D
trp_knight_3_19|Prussia Colonel D
trp_knight_3_19_pl|Prussia Colonel D
trp_knight_3_20|Prussia Generał D
trp_knight_3_20_pl|Prussia Generał D
trp_knight_3_21|Prussia Lieutenant E
trp_knight_3_21_pl|Prussia Lieutenant E
trp_knight_3_22|Prussia Captain E
trp_knight_3_22_pl|Prussia Captain E
trp_knight_3_23|Prussia Major E
trp_knight_3_23_pl|Prussia Major E
trp_knight_3_24|Prussia Colonel E
trp_knight_3_24_pl|Prussia Colonel E
trp_knight_3_25|Prussia Generał E
trp_knight_3_25_pl|Prussia Generał E
trp_knight_3_26|Prussia Lieutenant G
trp_knight_3_26_pl|Prussia Lieutenant G
trp_knight_3_27|Prussia Captain G
trp_knight_3_27_pl|Prussia Captain G
trp_knight_3_28|Prussia Major G
trp_knight_3_28_pl|Prussia Major G
trp_knight_3_29|Prussia Colonel G
trp_knight_3_29_pl|Prussia Colonel G
trp_knight_3_30|Prussia Brygadier G
trp_knight_3_30_pl|Prussia Brygadier G
trp_knight_3_31|Prussia Lieutenant H
trp_knight_3_31_pl|Prussia Lieutenant H
trp_knight_3_32|Prussia Captain H
trp_knight_3_32_pl|Prussia Captain H
trp_knight_3_33|Prussia Major H
trp_knight_3_33_pl|Prussia Major H
trp_knight_3_34|Prussia Colonel H
trp_knight_3_34_pl|Prussia Colonel H
trp_knight_3_35|Prussia Brygadier H
trp_knight_3_35_pl|Prussia Brygadier H
trp_knight_4_1|Austria Lieutenant A
trp_knight_4_1_pl|Austria Lieutenant A
trp_knight_4_2|Austria Captain A
trp_knight_4_2_pl|Austria Captain A
trp_knight_4_3|Austria Major A
trp_knight_4_3_pl|Austria Major A
trp_knight_4_4|Austria Colonel A
trp_knight_4_4_pl|Austria Colonel A
trp_knight_4_5|Austria Generał A
trp_knight_4_5_pl|Austria Generał A
trp_knight_4_6|Austria Lieutenant B
trp_knight_4_6_pl|Austria Lieutenant B
trp_knight_4_7|Austria Captain B
trp_knight_4_7_pl|Austria Captain B
trp_knight_4_8|Austria Major B
trp_knight_4_8_pl|Austria Major B
trp_knight_4_9|Austria Colonel B
trp_knight_4_9_pl|Austria Colonel B
trp_knight_4_10|Austria Generał B
trp_knight_4_10_pl|Austria Generał B
trp_knight_4_11|Austria Lieutenant C
trp_knight_4_11_pl|Austria Lieutenant C
trp_knight_4_12|Austria Captain C
trp_knight_4_12_pl|Austria Captain C
trp_knight_4_13|Austria Major C
trp_knight_4_13_pl|Austria Major C
trp_knight_4_14|Austria Colonel C
trp_knight_4_14_pl|Austria Colonel C
trp_knight_4_15|Austria Generał C
trp_knight_4_15_pl|Austria Generał C
trp_knight_4_16|Austria Lieutenant D
trp_knight_4_16_pl|Austria Major D
trp_knight_4_17|Austria Captain D
trp_knight_4_17_pl|Austria Captain D
trp_knight_4_18|Austria Major D
trp_knight_4_18_pl|Austria Major D
trp_knight_4_19|Austria Colonel D
trp_knight_4_19_pl|Austria Colonel D
trp_knight_4_20|Austria Generał D
trp_knight_4_20_pl|Austria Generał D
trp_knight_4_21|Austria Lieutenant E
trp_knight_4_21_pl|Austria Lieutenant E
trp_knight_4_22|Austria Captain E
trp_knight_4_22_pl|Austria Captain E
trp_knight_4_23|Austria Major E
trp_knight_4_23_pl|Austria Major E
trp_knight_4_24|Austria Colonel E
trp_knight_4_24_pl|Austria Colonel E
trp_knight_4_25|Austria Generał E
trp_knight_4_25_pl|Austria Generał E
trp_knight_4_26|Austria Lieutenant G
trp_knight_4_26_pl|Austria Lieutenant G
trp_knight_4_27|Austria Captain G
trp_knight_4_27_pl|Captain G
trp_knight_4_28|Austria Major G
trp_knight_4_28_pl|Austria Major G
trp_knight_4_29|Austria Colonel G
trp_knight_4_29_pl|Austria Colonel G
trp_knight_4_30|Austria Brygadier G
trp_knight_4_30_pl|Austria Generał G
trp_knight_4_31|Austria Lieutenant H
trp_knight_4_31_pl|Austria Lieutenant H
trp_knight_4_32|Austria Captain H
trp_knight_4_32_pl|Austria Captain H
trp_knight_4_33|Austria Major H
trp_knight_4_33_pl|Austria Major H
trp_knight_4_34|Austria Colonel H
trp_knight_4_34_pl|Austria Colonel H
trp_knight_4_35|Austria Brygadier H
trp_knight_4_35_pl|Austria Brygadier H
trp_knight_5_1|Lieutenant Fryderyk Zugehoer
trp_knight_5_1_pl|Kosciuszkowcy Lieutenant 1
trp_knight_5_2|Lieutenant Ludwik Brunett
trp_knight_5_2_pl|Kosciuszkowcy Lieutenant 2
trp_knight_5_3|Lieutenant Teodor Radziejowski
trp_knight_5_3_pl|Kosciuszkowcy Lieutenant 3
trp_knight_5_4|Lieutenant Józef Sowinski
trp_knight_5_4_pl|Kosciuszkowcy Lieutenant 4
trp_knight_5_5|Lieutenant Walenty Borowski
trp_knight_5_5_pl|Kosciuszkowcy Lieutenant 5
trp_knight_5_6|Captain Jakub Epstein
trp_knight_5_6_pl|Kosciuszkowcy Captain 2
trp_knight_5_7|Captain Roch Wagrowski
